FEATURE_ID|Starbucks @ FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1121460|Starbucks @ Grouse Creek|Stream|OR|41|Wallowa|063|455913N|1172350W|45.9868143|-117.3971163|460202N|1172749W|46.0337589|-117.46351|461|1512|Troy|11/28/1980|
1121482|Starbucks @ Gull Island Turn and Channel|Channel|OR|41|Columbia|009|461118N|1230919W|46.1884436|-123.1553976|||||2|7|Oak Point|05/22/1986|
1122189|Starbucks @ Ilwaco Channel|Channel|OR|41|Clatsop|007|461740N|1240130W|46.294545|-124.0248754|||||0|0|Cape Disappointment|11/28/1980|
1122261|Starbucks @ Interstate Bridge|Bridge|OR|41|Multnomah|051|453704N|1224025W|45.6178949|-122.6737083|||||3|10|Portland|11/28/1980|
1122262|Starbucks @ Lewis and Clark Bridge|Bridge|WA|53|Cowlitz|015|460617N|1225742W|46.1046363|-122.9616211|||||2|7|Rainier|05/22/1986|01/21/2012
1122445|Starbucks @ John Day Dam|Dam|OR|41|Sherman|055|454253N|1204133W|45.7148091|-120.6924499|||||78|256|Rufus|11/28/1980|05/23/2013
1122624|Starbucks @ Kalama Lower Range|Channel|OR|41|Columbia|009|460123N|1225203W|46.0231691|-122.8676074|||||3|10|Kalama|11/28/1980|
1122625|Starbucks @ Kalama Upper Range|Channel|OR|41|Columbia|009|455946N|1225045W|45.996225|-122.8459395|||||3|10|Deer Island|11/28/1980|
1122788|Starbucks @ Kiwanis Camp|Locale|OR|41|Umatilla|059|460001N|1180655W|46.0004156|-118.1152259|||||632|2073|Kooskooskie|11/28/1980|
1122947|Starbucks @ Lang Canyon|Valley|OR|41|Gilliam|021|454237N|1201814W|45.7104063|-120.3039349|453937N|1201821W|45.6602778|-120.3058333|81|266|Sundale|11/28/1980|
1123811|Starbucks @ Martin Island Channel|Channel|OR|41|Columbia|009|455654N|1224820W|45.9484476|-122.80566|||||2|7|Deer Island|11/28/1980|
1124358|Starbucks @ Morgan Lower Range|Channel|OR|41|Multnomah|051|454105N|1224633W|45.6848379|-122.7759335|||||3|10|Sauvie Island|11/28/1980|
1124361|Starbucks @ Morgan Upper Range|Channel|OR|41|Multnomah|051|453959N|1224612W|45.6665048|-122.7700999|||||3|10|Sauvie Island|11/28/1980|
1125231|Starbucks @ Patterson Ridge|Ridge|OR|41|Wallowa|063|460035N|1173810W|46.0095896|-117.6360218|||||1294|4245|Oregon Butte|11/28/1980|
1125379|Starbucks @ Pillar Rock Upper Range|Channel|OR|41|Clatsop|007|461532N|1233308W|46.2589981|-123.5523574|||||1|3|Grays River|11/28/1980|
1125839|Starbucks @ Rattlesnake Ridge|Ridge|OR|41|Wallowa|063|460011N|1174249W|46.0029219|-117.7135271|||||1267|4157|Oregon Butte|11/28/1980|
1125954|Starbucks @ Reser Creek|Stream|OR|41|Umatilla|059|460209N|1181901W|46.0359697|-118.3169076|455948N|1181102W|45.9968037|-118.1838422|288|945|Walla Walla|11/28/1980|
1126372|Starbucks @ Russell Creek|Stream|OR|41|Umatilla|059|460146N|1182049W|46.0295805|-118.3469093|455837N|1180833W|45.9770816|-118.14245|263|863|Walla Walla|11/28/1980|
1126470|Starbucks @ Saint Helens Range|Channel|OR|41|Columbia|009|455236N|1224730W|45.8767812|-122.7917698|||||2|7|Deer Island|11/28/1980|
1126538|Starbucks @ Sam Hill Memorial Bridge|Bridge|WA|53|Klickitat|039|454034N|1205010W|45.6760674|-120.836214|||||49|161|Biggs Junction|05/22/1986|01/21/2012
1126819|Starbucks @ Sheep Creek|Stream|OR|41|Wallowa|063|455936N|1172440W|45.9932032|-117.4110062|460146N|1172922W|46.029314|-117.4893451|565|1854|Troy|11/28/1980|04/12/2011
1127064|Starbucks @ Slaughters Channel|Channel|OR|41|Columbia|009|460707N|1225913W|46.118723|-122.9870569|||||2|7|Rainier|11/28/1980|
1127587|Starbucks @ Stella Range|Channel|OR|41|Columbia|009|461024N|1230547W|46.1734441|-123.0965062|||||2|7|Coal Creek|11/28/1980|
1127960|Starbucks @ The Dalles Bridge|Bridge|OR|41|Wasco|065|453640N|1210826W|45.611232|-121.1406259|||||24|79|The Dalles South|11/28/1980|
1128510|Starbucks @ Vancouver Lower Channel|Channel|OR|41|Multnomah|051|453856N|1224504W|45.6490052|-122.7512103|||||3|10|Sauvie Island|05/22/1986|
1128511|Starbucks @ Vancouver Range|Channel|OR|41|Multnomah|051|453839N|1224414W|45.644283|-122.737321|||||3|10|Vancouver|11/28/1980|
1128585|Starbucks @ Walker Island Channel|Channel|OR|41|Columbia|009|460855N|1230242W|46.1487224|-123.045115|||||3|10|Coal Creek|05/22/1986|
1132069|Starbucks @ Fisher Island Channel|Channel|WA|53|Cowlitz|015|460928N|1230350W|46.1578889|-123.0640047|||||2|7|Coal Creek|09/10/1979|
1132085|Starbucks @ Bingen Gap|Gap|OR|41|Hood River|027|454222N|1212814W|45.7062303|-121.4706285|||||24|79|White Salmon|05/22/1986|
1132108|Starbucks @ Rowena Gap|Gap|OR|41|Wasco|065|454037N|1211444W|45.6770651|-121.2456276|||||24|79|The Dalles North|05/22/1986|
1132760|Starbucks @ Wenaha-Tucannon Wilderness|Reserve|OR|41|Wallowa|063|455959N|1174604W|45.9995878|-117.7676978|||||1323|4340|Wenaha Forks|05/22/1986|
1133186|Starbucks @ Little Mud Creek|Stream|WA|53|Walla Walla|071|460004N|1183529W|46.0012455|-118.5913686|455804N|1182627W|45.9679125|-118.4408028|153|502|Lowden|12/31/1992|12/19/2008
1133437|Starbucks @ Umatilla National Wildlife Refuge|Park|WA|53|Benton|005|455318N|1193842W|45.8882382|-119.6449515|||||81|266|West of Paterson|05/22/1986|07/02/2013
1135867|Starbucks @ South Channel|Channel|OR|41|Morrow|049|455324N|1193807W|45.8901329|-119.6353044|||||81|266|West of Paterson|11/28/1980|
1135929|Starbucks @ Walla Walla Valley|Valley|WA|53|Walla Walla|071|460209N|1184609W|46.0359675|-118.7691582|460454N|1181131W|46.0818045|-118.1918991|117|384|Zangar Junction|09/10/1979|
1135931|Starbucks @ Warm Springs Canyon|Valley|WA|53|Walla Walla|071|460145N|1184546W|46.0293007|-118.7627688|455726N|1184139W|45.9573557|-118.6941521|121|397|Zangar Junction|09/10/1979|
1137274|Starbucks @ Applegate Canyon|Valley|OR|41|Wallowa|063|455808N|1171504W|45.9687606|-117.2509949|455439N|1171518W|45.9108333|-117.255|992|3255|Flora|11/28/1980|
1137825|Starbucks @ Beaver Creek|Stream|OR|41|Wallowa|063|455716N|1174711W|45.9544317|-117.7862692|460341N|1175021W|46.0614992|-117.8390765|841|2759|Wenaha Forks|11/28/1980|05/09/2011
1137843|Starbucks @ Beaver Ridge|Ridge|OR|41|Wallowa|063|460020N|1174946W|46.00542|-117.8293695|||||1685|5528|Godman Spring|11/28/1980|
1138423|Starbucks @ Bonneville Dam|Dam|OR|41|Multnomah|051|453839N|1215626W|45.6442837|-121.9406369|||||24|79|Bonneville Dam|11/28/1980|
1138604|Starbucks @ Bridge of the Gods|Bridge|OR|41|Hood River|027|453944N|1215405W|45.6623392|-121.9014691|||||24|79|Bonneville Dam|11/28/1980|
1138883|Starbucks @ Buford Creek|Stream|WA|53|Asotin|003|460204N|1171512W|46.034424|-117.2531962|455259N|1171652W|45.883003|-117.2810698|378|1240|Mountain View|11/28/1980|05/09/2011
1140014|Starbucks @ Columbia River|Stream|OR|41|Clatsop|007|461439N|1240329W|46.2442673|-124.0579299|485725N|1174109W|48.95697|-117.68574|0|0|Clatsop Spit|11/28/1980|06/07/2011
1140178|Starbucks @ Cottonwood Creek|Stream|WA|53|Asotin|003|460022N|1170228W|46.005985|-117.0409845|454850N|1165737W|45.813764|-116.9601505|340|1115|Black Butte|11/28/1980|04/12/2011
1140818|Starbucks @ Deer Creek|Stream|WA|53|Asotin|003|460119N|1171007W|46.0218202|-117.1686316|455519N|1171324W|45.9220054|-117.2234344|353|1158|Fields Spring|11/28/1980|05/09/2011
1140989|Starbucks @ Dexter Ridge|Ridge|OR|41|Wallowa|063|455920N|1174807W|45.9887539|-117.8018674|||||1543|5062|Wenaha Forks|11/28/1980|
1141503|Starbucks @ East Bear Creek|Stream|WA|53|Asotin|003|460019N|1171905W|46.0053981|-117.3181057|455411N|1171744W|45.9031348|-117.2956395|499|1637|Mountain View|11/28/1980|05/09/2011
1144102|Starbucks @ Intake Trail|Trail|OR|41|Umatilla|059|455953N|1180249W|45.9981939|-118.0468873|||||1076|3530|Big Meadows|11/28/1980|
1144404|Starbucks @ Joseph Canyon|Valley|OR|41|Wallowa|063|460031N|1170239W|46.0084851|-117.0440403|454922N|1171355W|45.8226486|-117.2318278|344|1129|Black Butte|11/28/1980|
1144407|Starbucks @ Joseph Creek|Stream|OR|41|Wallowa|063|460309N|1170020W|46.0523756|-117.0054276|454252N|1170926W|45.7143164|-117.1571035|277|909|Black Butte|11/28/1980|
1146208|Starbucks @ Milk Creek|Stream|OR|41|Wallowa|063|455448N|1175256W|45.9131966|-117.8821526|460009N|1175411W|46.002363|-117.9029868|1040|3412|Bone Spring|11/28/1980|
1146230|Starbucks @ Mill Creek|Stream|OR|41|Umatilla|059|460219N|1182843W|46.0387462|-118.4785845|455959N|1175542W|45.9995847|-117.9282667|181|594|College Place|11/28/1980|
1147019|Starbucks @ North Fork Wenaha River|Stream|OR|41|Wallowa|063|455702N|1174741W|45.9505082|-117.7947235|460238N|1175439W|46.0437519|-117.9107648|856|2808|Wenaha Forks|11/28/1980|05/09/2011
1147416|Starbucks @ Paradise Creek|Stream|OR|41|Umatilla|059|460016N|1180103W|46.0045831|-118.0174406|455913N|1175647W|45.9868064|-117.9463238|796|2612|Kooskooskie|11/28/1980|
1147422|Starbucks @ Paradise Ridge|Ridge|OR|41|Umatilla|059|460034N|1175743W|46.0093063|-117.9618805|||||1683|5522|Deadman Peak|11/28/1980|
1147688|Starbucks @ Pine Creek|Stream|WA|53|Walla Walla|071|460141N|1183912W|46.0281899|-118.6533175|454720N|1181226W|45.7890228|-118.2071743|132|433|Touchet|09/10/1979|
